,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,ExterQualOrigin,ExterCondOrigin,GarageQualOrigin,GarageCondOrigin,FireplaceQuOrigin,KitchenQualOrigin,HeatingQCOrigin,BsmtQualOrigin,BsmtExposureOrigin,BsmtFinType1Origin,BsmtFinType2Origin,FunctionalOrigin,GarageFinishOrigin,FenceOrigin,NewHouse,Season,TotalArea
129,60,RL,69,7590,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266,3,3,CBlock,3,TA,1,4,512,1,0,148,660,GasA,3,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,3,6,8,1,2,Attchd,1966,1,2,453,3,3,Y,188,108,0,0,0,0,None,0,None,0,7,2006,WD,Normal,155000,TA,TA,TA,TA,Fa,TA,TA,TA,No,BLQ,Unf,Typ,RFn,None,0,1,12690
130,20,RL,69,8973,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85,3,3,CBlock,3,TA,1,3,567,4,28,413,1008,GasA,3,Y,FuseA,1053,0,0,1053,0,1,1,1,3,1,5,6,8,0,0,2Types,1998,1,2,750,3,3,Y,0,80,0,180,0,0,None,1,None,0,7,2006,WD,Abnorml,150000,TA,TA,TA,TA,None,Ex,TA,TA,No,Rec,BLQ,Typ,RFn,MnWw,0,1,14259
131,60,RL,88,14200,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309,3,3,CBlock,3,TA,1,3,445,1,0,479,924,GasA,5,Y,SBrkr,1216,941,0,2157,0,0,2,1,4,1,4,8,8,2,4,Attchd,1966,2,2,487,3,3,Y,105,66,0,0,0,0,None,4,None,0,5,2006,WD,Normal,226000,TA,TA,TA,TA,Gd,Gd,Ex,TA,No,Rec,Unf,Typ,Fin,GdPrv,0,1,21417
132,60,RL,78.17928114,12224,Pave,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,4,3,PConc,4,TA,1,6,695,1,0,297,992,GasA,5,Y,SBrkr,1022,1032,0,2054,1,0,2,1,3,1,4,7,8,1,3,BuiltIn,2000,1,2,390,3,3,Y,24,48,0,0,0,0,None,0,None,0,7,2009,WD,Normal,244000,Gd,TA,TA,TA,TA,Gd,Ex,Gd,No,GLQ,Unf,Typ,RFn,None,0,1,18896.17928
133,20,RL,75,7388,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,TA,1,3,405,1,0,658,1063,GasA,4,Y,SBrkr,1327,0,0,1327,1,0,1,0,3,1,4,7,8,0,0,Detchd,1974,1,2,624,3,3,Y,0,0,0,0,0,0,None,0,None,0,7,2007,WD,Normal,150750,TA,TA,TA,TA,None,Gd,Gd,TA,No,Rec,Unf,Typ,Unf,None,0,1,12867
134,20,RL,58.53631352,6853,Pave,None,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136,4,3,PConc,5,TA,1,6,1005,1,0,262,1267,GasA,5,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,1,4,6,8,0,0,Attchd,2001,2,2,471,3,3,Y,192,25,0,0,0,0,None,0,None,0,6,2009,WD,Normal,220000,Gd,TA,TA,TA,None,Gd,Ex,Ex,No,GLQ,Unf,Typ,Fin,None,0,1,12861.53631
135,20,RL,78,10335,Pave,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,TA,1,3,570,1,0,891,1461,GasA,4,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,3,7,7,1,3,Attchd,1968,1,2,440,3,3,Y,0,96,180,0,0,0,None,2,None,0,7,2006,WD,Normal,180000,TA,TA,TA,TA,TA,TA,Gd,TA,No,Rec,Unf,Min1,RFn,MnPrv,0,1,17493
136,20,RL,80,10400,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288,3,3,PConc,3,TA,1,1,0,1,0,1304,1304,GasA,4,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,3,7,8,1,4,Attchd,1970,1,2,530,3,3,Y,98,0,0,0,0,0,None,2,None,0,5,2008,WD,Normal,174000,TA,TA,TA,TA,Gd,TA,Gd,TA,No,Unf,Unf,Typ,Unf,MnPrv,0,1,17368
137,20,RL,71.95484695,10355,Pave,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196,3,3,CBlock,3,TA,1,4,695,1,0,519,1214,GasA,3,Y,SBrkr,1214,0,0,1214,0,0,2,0,3,1,3,5,8,1,2,Attchd,1967,1,1,318,3,3,Y,0,111,0,0,0,0,None,0,None,0,7,2007,WD,Normal,143000,TA,TA,TA,TA,Fa,TA,TA,TA,No,BLQ,Unf,Typ,RFn,None,0,1,15907.95485
138,90,RL,82,11070,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70,3,3,CBlock,3,TA,1,1,0,1,0,1907,1907,GasA,4,Y,SBrkr,1959,0,0,1959,0,0,3,0,5,2,3,9,8,0,0,2Types,1989,1,3,766,3,3,Y,0,0,0,0,0,0,None,0,None,0,7,2006,WD,Family,171000,TA,TA,TA,TA,None,TA,Gd,TA,No,Unf,Unf,Typ,Unf,None,0,1,19720
139,60,RL,73,9066,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320,4,3,PConc,4,TA,2,6,668,1,0,336,1004,GasA,5,Y,SBrkr,1004,848,0,1852,0,0,2,1,3,1,4,7,8,2,3,Attchd,1999,2,3,660,3,3,Y,224,106,0,0,0,0,None,4,None,0,12,2008,WD,Normal,230000,Gd,TA,TA,TA,TA,Gd,Ex,Gd,Mn,GLQ,Unf,Typ,Fin,GdPrv,0,0,16161
140,60,RL,65,15426,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,TA,1,6,821,1,0,107,928,GasA,5,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,4,7,8,0,0,Attchd,1997,1,2,470,3,3,Y,276,99,0,0,0,0,None,2,None,0,8,2009,WD,Normal,231500,TA,TA,TA,TA,None,Gd,Ex,Gd,No,GLQ,Unf,Typ,RFn,MnPrv,0,0,21720
141,20,RL,70,10500,Pave,None,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,TA,1,5,432,1,0,432,864,GasA,3,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,8,1,1,None,1971,0,0,0,0,0,Y,0,0,0,0,0,0,None,0,None,0,4,2010,ConLI,Normal,115000,TA,TA,None,None,Po,TA,TA,TA,No,ALQ,Unf,Typ,None,None,0,0,14026
142,20,RL,78,11645,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,TA,3,6,1300,1,0,434,1734,GasA,5,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,4,7,8,0,0,Attchd,2005,2,2,660,3,3,Y,160,24,0,0,0,0,None,0,None,0,1,2006,WD,Normal,260000,Gd,TA,TA,TA,None,Gd,Ex,Gd,Av,GLQ,Unf,Typ,Fin,None,0,0,19503
143,50,RL,71,8520,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0,3,2,CBlock,3,TA,1,3,507,1,0,403,910,GasA,2,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,3,6,8,0,0,Detchd,2000,1,2,720,3,3,Y,0,0,0,0,0,0,None,2,None,0,6,2010,WD,Normal,166000,TA,Fa,TA,TA,None,TA,Fa,TA,No,Rec,Unf,Typ,Unf,MnPrv,0,1,13901
144,20,RL,78,10335,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,4,3,PConc,4,TA,4,6,679,1,0,811,1490,GasA,5,Y,SBrkr,1501,0,0,1501,1,0,2,0,3,1,4,6,8,0,0,Attchd,1999,1,2,577,3,3,Y,144,29,0,0,0,0,None,0,None,0,6,2009,WD,Normal,204000,Gd,TA,TA,TA,None,Gd,Ex,Gd,Gd,GLQ,Unf,Typ,RFn,None,0,1,17328
145,90,RM,70,9100,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,3,3,CBlock,3,TA,1,3,1332,1,0,396,1728,GasA,3,Y,SBrkr,1728,0,0,1728,1,0,2,0,6,2,3,10,8,0,0,Detchd,1963,1,2,504,3,3,Y,0,0,0,0,0,0,None,0,None,0,11,2006,ConLI,Abnorml,125000,TA,TA,TA,TA,None,TA,TA,TA,No,Rec,Unf,Typ,Unf,None,0,0,16922
146,160,RM,24,2522,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50,4,3,PConc,4,TA,1,1,0,1,0,970,970,GasA,5,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,4,7,4,0,0,Detchd,2004,1,2,380,3,3,Y,0,40,0,0,0,0,None,0,None,0,4,2006,WD,Normal,130000,Gd,TA,TA,TA,None,Gd,Ex,Gd,No,Unf,Unf,Maj1,Unf,None,0,0,8374
147,30,RM,51,6120,Pave,None,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,TA,1,4,209,1,0,506,715,GasA,3,Y,FuseA,875,0,0,875,1,0,1,0,2,1,3,5,8,0,0,Detchd,1931,1,1,180,2,3,Y,48,0,0,0,0,0,None,0,None,0,11,2009,WD,Normal,105000,TA,TA,Fa,TA,None,TA,TA,TA,No,BLQ,Unf,Typ,Unf,None,0,0,9579
148,60,RL,68.93837828,9505,Pave,None,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180,4,3,PConc,4,TA,1,1,0,1,0,884,884,GasA,5,Y,SBrkr,884,1151,0,2035,0,0,2,1,3,1,4,8,8,1,4,BuiltIn,2001,2,2,434,3,3,Y,144,48,0,0,0,0,None,0,None,0,5,2010,WD,Normal,222500,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,No,Unf,Unf,Typ,Fin,None,0,1,16217.93838
149,20,RL,63,7500,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,3,3,PConc,4,TA,1,6,680,1,0,400,1080,GasA,5,Y,SBrkr,1080,0,0,1080,1,0,1,0,3,1,4,6,8,0,0,None,2004,0,0,0,0,0,Y,0,0,0,0,0,0,None,0,None,0,4,2008,WD,Normal,141000,TA,TA,None,None,None,Gd,Ex,Gd,No,GLQ,Unf,Typ,None,None,0,0,12003
150,50,RM,55.85696018,6240,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,4,TA,1,1,0,1,0,896,896,GasA,4,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,3,7,8,0,0,Detchd,1936,1,1,240,2,3,Y,200,114,0,0,0,0,None,0,None,0,4,2006,WD,Normal,115000,TA,TA,Fa,TA,None,TA,Gd,Gd,No,Unf,Unf,Typ,Unf,None,0,0,11329.85696
151,20,RL,120,10356,Pave,None,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,TA,3,4,716,1,0,253,969,GasA,3,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,3,5,8,0,0,Attchd,1975,1,2,440,3,3,Y,0,0,0,0,0,0,None,2,None,0,1,2007,WD,Normal,122000,TA,TA,TA,TA,None,TA,TA,TA,Av,BLQ,Unf,Typ,Unf,MnPrv,0,0,14792
152,20,RL,107,13891,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,436,4,3,PConc,5,TA,4,6,1400,1,0,310,1710,GasA,5,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,4,6,8,1,4,Attchd,2007,1,3,866,3,3,Y,0,102,0,0,0,0,None,0,None,0,1,2008,New,Partial,372402,Gd,TA,TA,TA,Gd,Gd,Ex,Ex,Gd,GLQ,Unf,Typ,RFn,None,0,0,22242
153,60,RL,86.0319708,14803,Pave,None,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252,3,3,CBlock,3,TA,1,3,416,1,0,409,825,GasA,4,Y,SBrkr,1097,896,0,1993,0,0,2,1,4,1,3,8,8,1,4,Attchd,1971,1,2,495,3,3,Y,0,66,0,0,0,0,None,1,None,0,6,2006,WD,Normal,190000,TA,TA,TA,TA,Gd,TA,Gd,TA,No,Rec,Unf,Typ,RFn,GdWo,0,1,21338.03197
154,20,RL,82.15838363,13500,Pave,None,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0,3,3,CBlock,4,TA,4,4,429,5,1080,93,1602,GasA,4,Y,SBrkr,1252,0,0,1252,1,0,1,0,1,1,3,4,8,1,4,Attchd,1960,1,2,564,3,3,Y,409,0,0,0,0,0,None,0,None,0,3,2008,WD,Normal,235000,TA,TA,TA,TA,Gd,TA,Gd,Gd,Gd,BLQ,ALQ,Typ,RFn,None,0,0,20263.15838
155,30,RM,84,11340,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,TA,1,1,0,1,0,1200,1200,GasA,3,Y,FuseA,1200,0,0,1200,0,0,1,0,4,1,3,7,8,0,0,Detchd,1923,1,1,312,2,2,Y,0,0,228,0,0,0,None,0,None,0,3,2006,WD,Family,125000,TA,TA,Fa,Fa,None,TA,TA,TA,No,Unf,Unf,Typ,Unf,None,0,0,16764
156,50,RL,60,9600,Pave,None,Reg,Lvl,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,TA,1,1,0,1,0,572,572,Grav,2,N,FuseF,572,524,0,1096,0,0,1,0,2,1,3,5,8,0,0,None,1924,0,0,0,0,0,N,0,8,128,0,0,0,None,0,None,0,4,2008,WD,Normal,79000,TA,TA,None,None,None,TA,Fa,TA,No,Unf,Unf,Typ,None,None,0,0,13132
157,20,RL,60,7200,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,0,None,0,0,0,0,0,0,0,GasA,3,Y,FuseF,1040,0,0,1040,0,0,1,0,2,1,3,5,8,0,0,Detchd,1950,1,2,625,3,3,Y,0,0,0,0,0,0,None,0,None,0,6,2006,WD,Normal,109500,TA,TA,TA,TA,None,TA,TA,None,None,None,None,Typ,Unf,None,0,1,9965
158,60,RL,92,12003,Pave,None,Reg,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84,4,3,PConc,5,TA,1,1,0,1,0,774,774,GasA,5,Y,SBrkr,774,1194,0,1968,0,0,2,1,4,1,5,8,8,1,4,BuiltIn,2009,2,3,680,3,3,Y,0,75,0,0,0,0,None,0,None,0,5,2010,New,Partial,269500,Gd,TA,TA,TA,Gd,Ex,Ex,Ex,No,Unf,Unf,Typ,Fin,None,0,1,18418
159,60,FV,100,12552,Pave,None,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,TA,1,6,222,1,0,769,991,GasA,5,Y,SBrkr,991,956,0,1947,0,0,2,1,3,1,4,8,8,1,4,Attchd,2004,1,2,678,3,3,Y,0,136,0,0,0,0,None,1,None,0,5,2010,WD,Normal,254900,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,No,GLQ,Unf,Typ,RFn,GdWo,0,1,19342
160,60,RL,134,19378,Pave,None,IR1,HLS,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456,4,3,PConc,4,TA,2,6,57,1,0,1335,1392,GasA,5,Y,SBrkr,1392,1070,0,2462,1,0,2,1,4,1,4,9,8,1,4,Attchd,2006,1,2,576,3,3,Y,239,132,0,168,0,0,None,0,None,0,3,2006,New,Partial,320000,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,Mn,GLQ,Unf,Typ,RFn,None,0,0,28791
161,20,RL,74.56540753,11120,Pave,None,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0,3,3,PConc,4,TA,1,4,660,1,0,572,1232,GasA,3,Y,SBrkr,1232,0,0,1232,0,0,2,0,3,1,3,6,8,0,0,Attchd,1984,1,2,516,3,3,Y,0,0,0,0,0,0,None,0,None,0,6,2008,WD,Normal,162500,TA,TA,TA,TA,None,TA,TA,Gd,No,BLQ,Unf,Typ,Unf,None,0,1,16638.56541
162,60,RL,110,13688,Pave,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,664,4,3,PConc,5,TA,3,6,1016,1,0,556,1572,GasA,5,Y,SBrkr,1572,1096,0,2668,1,0,2,1,3,1,5,10,8,2,4,BuiltIn,2003,2,3,726,3,3,Y,400,0,0,0,0,0,None,0,None,0,3,2008,WD,Normal,412500,Gd,TA,TA,TA,Gd,Ex,Ex,Ex,Av,GLQ,Unf,Typ,Fin,None,0,0,24068
163,20,RL,95,12182,Pave,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226,4,3,PConc,4,TA,2,4,1201,1,0,340,1541,GasA,5,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,7,8,1,4,Attchd,2005,1,2,532,3,3,Y,0,70,0,0,0,0,None,0,None,0,5,2010,New,Partial,220000,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,Mn,BLQ,Unf,Typ,RFn,None,0,1,19269
164,45,RL,55,5500,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,TA,1,1,0,1,0,882,882,GasA,5,Y,SBrkr,882,0,0,882,0,0,1,0,1,1,3,4,8,0,0,None,1956,0,0,0,0,0,Y,0,0,0,0,0,0,None,2,None,0,4,2007,WD,Normal,103200,TA,TA,None,None,None,TA,Ex,TA,No,Unf,Unf,Typ,None,MnPrv,0,0,9083
165,40,RM,40,5400,Pave,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,BrkTil,3,TA,2,2,370,1,0,779,1149,GasA,4,Y,FuseA,1149,467,0,1616,0,0,2,0,3,1,4,5,8,0,0,Detchd,1926,1,1,216,3,3,Y,0,0,183,0,0,0,None,0,None,0,10,2007,WD,Normal,152000,TA,Gd,TA,TA,None,Gd,Gd,TA,Mn,LwQ,Unf,Typ,Unf,None,0,0,11369
166,190,RL,62,10106,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,BrkTil,3,TA,1,5,351,3,181,112,644,GasA,4,Y,SBrkr,808,547,0,1355,1,0,2,0,4,2,3,6,8,0,0,None,1940,0,0,0,0,0,Y,140,0,0,0,0,0,None,0,None,0,9,2008,WD,Normal,127500,TA,Gd,None,None,None,TA,Gd,TA,No,ALQ,Rec,Typ,None,None,0,0,14306
167,20,RL,73.17103252,10708,Pave,None,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,3,TA,1,2,379,4,768,470,1617,GasA,5,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,3,7,8,3,4,Attchd,1955,2,1,303,3,3,Y,476,0,0,0,142,0,None,1,None,0,11,2009,COD,Normal,190000,Gd,TA,TA,TA,Gd,TA,Ex,TA,No,LwQ,BLQ,Typ,Fin,GdWo,0,0,18670.17103
168,60,RL,86,10562,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300,4,3,PConc,5,TA,1,6,1288,1,0,294,1582,GasA,5,Y,SBrkr,1610,551,0,2161,1,0,1,1,3,1,5,8,8,1,4,Attchd,2007,2,3,789,3,3,Y,178,120,0,0,0,0,None,0,None,0,11,2007,New,Partial,325624,Gd,TA,TA,TA,Gd,Ex,Ex,Ex,No,GLQ,Unf,Typ,Fin,None,1,0,19521
169,60,RL,62,8244,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,TA,1,1,0,1,0,840,840,GasA,5,Y,SBrkr,840,880,0,1720,0,0,2,1,3,1,4,7,8,1,4,Attchd,2004,2,2,440,3,3,Y,100,48,0,0,0,0,None,0,None,0,5,2007,WD,Normal,183500,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,No,Unf,Unf,Typ,Fin,None,0,1,14014
170,20,RL,91.29348279,16669,Pave,None,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653,4,3,CBlock,4,TA,1,1,0,1,0,1686,1686,GasA,3,Y,SBrkr,1707,0,0,1707,0,0,2,1,2,1,3,6,8,1,3,Attchd,1981,1,2,511,3,3,Y,574,64,0,0,0,0,None,0,None,0,1,2006,WD,Normal,228000,Gd,TA,TA,TA,TA,TA,TA,Gd,No,Unf,Unf,Typ,RFn,None,0,0,25348.29348
171,50,RM,78.6066155,12358,Pave,None,IR1,Lvl,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,TA,1,3,360,1,0,360,720,GasA,3,Y,SBrkr,854,0,528,1382,0,0,1,1,2,1,3,7,8,0,0,Detchd,1991,1,2,660,3,3,Y,237,0,0,0,0,0,None,0,None,0,5,2007,WD,Normal,128500,TA,TA,TA,TA,None,TA,TA,TA,No,Rec,Unf,Typ,Unf,None,0,1,17537.60662
172,20,RL,141,31770,Pave,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112,3,3,CBlock,3,Gd,4,4,639,1,0,441,1080,GasA,2,Y,SBrkr,1656,0,0,1656,1,0,1,0,3,1,3,7,8,2,4,Attchd,1960,2,2,528,3,3,P,210,62,0,0,0,0,None,0,None,0,5,2010,WD,Normal,215000,TA,TA,TA,TA,Gd,TA,Fa,TA,Gd,BLQ,Unf,Typ,Fin,None,0,1,38295
173,160,RL,44,5306,Pave,None,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0,4,4,PConc,4,Gd,1,6,495,3,215,354,1064,GasA,4,Y,SBrkr,1064,703,0,1767,1,0,2,0,2,1,4,5,8,1,3,Attchd,1987,1,2,504,4,3,Y,441,35,0,0,0,0,None,0,None,0,6,2006,WD,Normal,239000,Gd,Gd,Gd,TA,TA,Gd,Gd,Gd,No,GLQ,Rec,Typ,RFn,None,0,1,11992
174,20,RL,80,10197,Pave,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491,3,3,CBlock,3,TA,1,5,288,3,374,700,1362,GasA,3,Y,SBrkr,1362,0,0,1362,1,0,1,1,3,1,3,6,8,1,3,Attchd,1961,1,2,504,3,3,Y,0,20,0,0,0,0,None,0,None,0,6,2008,COD,Normal,163000,TA,TA,TA,TA,TA,TA,TA,TA,No,ALQ,Rec,Typ,Unf,None,0,1,16740
